objectid,subject,filename,title,format,description,RULEDATE15,date,RULEMONTH,longitude,latitude,GCITY,GSTATE,location
mid227,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,HARRISVILLE CULTURAL INSTITUTE,image/jpeg,HTTPS://WWW.FACEBOOK.COM/HARRISVILLEINSTITUTEFORCULTURALLEARNING,200610,2006,10,-83.34057,44.65827,HARRISVILLE,MI,"HARRISVILLE, MI"
mid228,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,LANSING AREA AFRICAN AMERICAN GENEALOGY SOCIETY,image/jpeg,,201109,2011,09,-82.66504,42.87097,COLUMBUS,MI,"COLUMBUS, MI"
mid229,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,CRAWFORD COUNTY HISTORICAL SOCIETY,image/jpeg,,197411,1974,11,-84.66119,44.67423,GRAYLING,MI,"GRAYLING, MI"
mid230,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,HOUGHTON LAKE AREA HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.HOUGHTONLAKEHISTORY.COM,197408,1974,08,-84.67629,44.33024,HOUGHTON LAK,MI,"HOUGHTON LAK, MI"
mid231,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,MERRILL TOWNSHIP HISTORICAL SOCIETY,image/jpeg,,200504,2005,04,-85.86861,43.7461,BITELY,MI,"BITELY, MI"
mid232,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,MONTROSE VETERANS BELL MEMORIAL PROJFECT,image/jpeg,,201004,2010,04,-83.89341,43.18454,MONTROSE,MI,"MONTROSE, MI"
mid233,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,BLOOMINGDALE AREA HISTORICAL ASSOCIATION,image/jpeg,HTTP://WWW.VBCO.ORG/BDALE_HISTORICAL.ASP,200909,2009,09,-85.96643,42.37533,BLOOMINGDALE,MI,"BLOOMINGDALE, MI"
mid234,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,SMITHS CHAPEL HISTORICAL COMMISSION,image/jpeg,HTTP://MILTONTWP.ORG,200910,2009,10,-86.14866,41.78886,NILES,MI,"NILES, MI"
mid235,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,LAKE COUNTY HISTORICAL SOCIETY,image/jpeg,,201108,2011,08,-85.87354,43.8986,BALDWIN,MI,"BALDWIN, MI"
mid236,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,HARRIETTA HISTORICAL MUSEUM,image/jpeg,,200911,2009,11,-85.74327,44.29313,HARRIETTA,MI,"HARRIETTA, MI"
mid237,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,USGENWEB CENSUS PROJECT,image/jpeg,HTTP://WWW.US-CENSUS.ORG/,201003,2010,03,-85.84395,43.62647,WHITE CLOUD,MI,"WHITE CLOUD, MI"
mid238,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,BEECHWOOD HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.BEECHWOODHISTORICALSOCIETY.ORG/,201201,2012,01,-88.76915,46.15961,IRON RIVER,MI,"IRON RIVER, MI"
mid239,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,TWENTY LAKES ANTIQUE ENGINE AND TRACTOR ASSOCIATION,image/jpeg,HTTP://WWW.20LAKESANTIQUETRACTOR.ORG/,201105,2011,05,-84.89796,44.03109,HARRISON,MI,"HARRISON, MI"
mid240,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,IRISH HILLS HISTORICAL SOCIETY,image/jpeg,,201409,2014,09,-84.16974,42.01868,ONSTED,MI,"ONSTED, MI"
mid241,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,BESSEMER AREA HISTORICAL SOCIETY,image/jpeg,HTTP://BESSEMERHISTORICALSOCIETY.COM/,200307,2003,07,-90.05204,46.47854,BESSEMER,MI,"BESSEMER, MI"
mid242,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,HISTORY PRESERVATION ASSOCIATION OF BARRY COUNTY,image/jpeg,,200306,2003,06,-85.26119,42.69989,HASTINGS,MI,"HASTINGS, MI"
mid243,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,CASS CITY AREA HISTORICAL AND GENEALOGY SOCIETY,image/jpeg,,200409,2004,09,-83.17463,43.59992,CASS CITY,MI,"CASS CITY, MI"
mid244,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,ALPHA HISTORICAL MUSEUM,image/jpeg,,200504,2005,04,-88.30499,46.01707,ALPHA,MI,"ALPHA, MI"
mid245,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,OMENA HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.OMENAHISTORICALSOCIETY.COM/,200501,2005,01,-85.59938,45.0697,NORTHPORT,MI,"NORTHPORT, MI"
mid246,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,GRASS LAKE AREA HISTORICAL SOCIETY,image/jpeg,,197306,1973,06,-84.18991,42.26872,GRASS LAKE,MI,"GRASS LAKE, MI"
mid247,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,ARENAC COUNTY HISTORICAL SOCIETY,image/jpeg,,197612,1976,12,-83.65406,44.05555,AU GRES,MI,"AU GRES, MI"
mid248,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,KALEVA HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.KALEVAMI.COM,200810,2008,10,-86.03113,44.36664,KALEVA,MI,"KALEVA, MI"
mid249,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,GREENOAK TOWNSHIP HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.GREENOAKTOWNSHIPHISTORICALSOCIETY.ORG/INDEX.HTML,197711,1977,11,-83.73082,42.46834,SOUTH LYON,MI,"SOUTH LYON, MI"
mid250,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,SALEM AREA HISTORICAL SOCIETY,image/jpeg,HTTP://SAHSHISTORY.ORG,198102,1981,02,-83.61425,42.36619,PLYMOUTH,MI,"PLYMOUTH, MI"
mid251,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,MANCHESTER AREA HISTORICAL SOCIETY,image/jpeg,HTTP://MANCHESTERAREAHISTORICALSOCIETY.ORG,197712,1977,12,-84.03609,42.15175,MANCHESTER,MI,"MANCHESTER, MI"
mid252,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,WATROUSVILLE-CARO AREA HISTORICAL SOCIETY,image/jpeg,HTTP://WATROUSVILLE.COM/,200103,2001,03,-83.53531,43.45189,VASSAR,MI,"VASSAR, MI"
mid253,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,BLISSFIELD AREA HISTORICAL SOCIETY,image/jpeg,,198004,1980,04,-84.27904,41.9749,MANITOU BEAC,MI,"MANITOU BEAC, MI"
mid254,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,METAMORA HISTORICAL SOCIETY,image/jpeg,HTTP://WCRDRR716.NING.COM/MAIN/AUTHORIZATION/SIGNIN?TARGET=HTTP%3A%2F%2FWCRDRR716.NING.COM%2FMAIN,198103,1981,03,-83.28766,42.9415,METAMORA,MI,"METAMORA, MI"
mid255,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,SANFORD HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.SANFORDHIST.ORG,198007,1980,07,-84.39451,43.69664,SANFORD,MI,"SANFORD, MI"
mid256,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,DRYDEN HISTORICAL SOCIETY,image/jpeg,,198209,1982,09,-83.1414,42.93837,DRYDEN,MI,"DRYDEN, MI"
mid257,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,GARDEN PENINSULA HISTORICAL SOCIETY,image/jpeg,,200201,2002,01,-86.59298,45.74373,GARDEN,MI,"GARDEN, MI"
mid258,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,MAYVILLE AREA HISTORICAL MUSEUM,image/jpeg,,198501,1985,01,-83.33648,43.33696,MAYVILLE,MI,"MAYVILLE, MI"
mid259,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,MONTROSE AREA HISTORICAL ASSOCIATION,image/jpeg,HTTP://MONTROSEMUSEUM.ORG/,198108,1981,08,-83.89041,43.17724,MONTROSE,MI,"MONTROSE, MI"
mid260,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,WATERLOO NATURAL HISTORY ASSOCIATION,image/jpeg,HTTP://WWW.WNHA.ORG,198201,1982,01,-84.06947,42.32759,CHELSEA,MI,"CHELSEA, MI"
mid261,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,GREENBUSH HISTORICAL SOCIETY,image/jpeg,,198112,1981,12,-83.32455,44.55364,GREENBUSH,MI,"GREENBUSH, MI"
mid262,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,WEBSTER TOWNSHIP HISTORICAL SOCIETY,image/jpeg,,198211,1982,11,-83.82313,42.36769,DEXTER,MI,"DEXTER, MI"
mid263,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,BUCHANAN PRESERVATION SOCIETY,image/jpeg,,198207,1982,07,-86.4263,41.82879,BUCHANAN,MI,"BUCHANAN, MI"
mid264,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,ATHENS AREA HISTORICAL SOCIETY,image/jpeg,,201406,2014,06,-85.23565,42.08762,ATHENS,MI,"ATHENS, MI"
mid265,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,GALIEN WOODS HISTORICAL SOCIETY,image/jpeg,,201209,2012,09,-86.50094,41.79919,GALIEN,MI,"GALIEN, MI"
mid266,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,BAY MILLS-BRIMLEY HISTORICAL RESEARCH SOCIETY,image/jpeg,HTTP://WWW.BAYMILLSBRIMLEYHISTORY.ORG/,198312,1983,12,-84.60057,46.42107,BRIMLEY,MI,"BRIMLEY, MI"
mid267,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,PICKFORD HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.HSMICHIGAN.ORG/PICKFORD/,200005,2000,05,-84.34615,46.15784,PICKFORD,MI,"PICKFORD, MI"
mid268,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,CENTRAL LAKE AREA HISTORICAL SOCIETY,image/jpeg,HTTP://ELDENJ.ANGELFIRE.COM/,198311,1983,11,-85.26129,45.07308,CENTRAL LAKE,MI,"CENTRAL LAKE, MI"
mid269,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,PENTWATER HISTORICAL SOCIETY,image/jpeg,HTTP://PENTWATERHISTORICALSOCIETY.ORG,198903,1989,03,-86.40446,43.79577,PENTWATER,MI,"PENTWATER, MI"
mid270,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,DRUMMOND ISLAND HISTORICAL SOCIETY,image/jpeg,,200811,2008,11,-83.74585,45.99395,DRUMMOND IS,MI,"DRUMMOND IS, MI"
mid271,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,PRAIRIE HISTORICAL SOCIETY,image/jpeg,,198409,1984,09,-85.34501,42.23441,CLIMAX,MI,"CLIMAX, MI"
mid272,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,PINE RIVER AREA HISTORICAL SOCIETY,image/jpeg,,198403,1984,03,-85.43098,44.11699,TUSTIN,MI,"TUSTIN, MI"
mid273,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,ALCONA HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.ALCONAHISTORICALSOCIETY.COM/,198605,1986,05,-83.34057,44.65827,HARRISVILLE,MI,"HARRISVILLE, MI"
mid274,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,ROSE CITY AREA HISTORICAL SOCIETY,image/jpeg,,198406,1984,06,-84.12717,44.44137,ROSE CITY,MI,"ROSE CITY, MI"
mid275,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,ST JOSEPH COUNTY HISTORICAL SOCIETY,image/jpeg,HTTP://HSTARMANN.WIX.COM:80/SJCHS,198904,1989,04,-85.51708,41.91907,CENTREVILLE,MI,"CENTREVILLE, MI"
mid276,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,CAPAC COMMUNITY HISTORICAL SOCIETY,image/jpeg,,198806,1988,06,-82.92705,43.01707,CAPAC,MI,"CAPAC, MI"
mid277,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,CHESANING AREA HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.CAHS.CHESANING.COM,198506,1985,06,-84.11587,43.18991,CHESANING,MI,"CHESANING, MI"
mid278,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,BOIS BLANC ISLAND HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.HSMICHIGAN.ORG/RESOURCES/LOCAL-HISTORICAL-ORGANIZATIONS/BOIS-BLANC-ISLAND-HISTORICAL-SOCIETY/,198509,1985,09,-84.4673,45.76436,POINT AUX PI,MI,"POINT AUX PI, MI"
mid279,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,MONTMORENCY COUNTY HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.HSMICHIGAN.ORG/RESOURCES/LOCAL-HISTORICAL-ORGANIZATIONS/MONTMORENCY-COUNTY-HISTORICAL-SOCIETY/,198601,1986,01,-83.93489,45.06318,ATLANTA,MI,"ATLANTA, MI"
mid280,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,LEROY AREA HISTORICAL SOCIETY,image/jpeg,,199701,1997,01,-85.44439,44.03316,LEROY,MI,"LEROY, MI"
mid281,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,FALLASBURG HISTORICAL SOCIETY,image/jpeg,,198710,1987,10,-85.32279,42.9818,LOWELL,MI,"LOWELL, MI"
mid282,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,BARRYTON AREA HISTORICAL COMMISSION,image/jpeg,,198902,1989,02,-85.14749,43.75256,BARRYTON,MI,"BARRYTON, MI"
mid283,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,LAKE ODESSA AREA HISTORICAL SOCIETY,image/jpeg,,201503,2015,03,-85.1346,42.78673,LAKE ODESSA,MI,"LAKE ODESSA, MI"
mid284,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,LITCHFIELD AREA HISTORICAL SOCIETY,image/jpeg,,198810,1988,10,-84.75864,42.0572,LITCHFIELD,MI,"LITCHFIELD, MI"
mid285,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,SEBEWAING AREA HISTORICAL SOCIETY,image/jpeg,,199508,1995,08,-83.45496,43.72608,SEBEWAING,MI,"SEBEWAING, MI"
mid286,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,GRAND MARAIS HISTORICAL SOCIETY,image/jpeg,,198811,1988,11,-86.04686,46.58871,GRAND MARAIS,MI,"GRAND MARAIS, MI"
mid287,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,MEMPHIS HISTORICAL SOCIETY,image/jpeg,,199611,1996,11,-82.85748,42.97677,MEMPHIS,MI,"MEMPHIS, MI"
mid288,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,CANNON TOWNSHIP HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.HSMICHIGAN.ORG/RESOURCES/LOCAL-HISTORICAL-ORGANIZATIONS/CANNON-TOWNSHIP-HISTORICAL-SOCIETY/,198905,1989,05,-85.48242,43.13058,CANNONSBURG,MI,"CANNONSBURG, MI"
mid289,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,LOG CABIN SOCIETY OF MICHIGAN,image/jpeg,,199005,1990,05,-86.3737,42.05299,SODUS,MI,"SODUS, MI"
mid290,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,ALLEN AREA HISTORICAL SOCIETY,image/jpeg,,201312,2013,12,-84.76791,41.95472,ALLEN,MI,"ALLEN, MI"
mid291,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,HEMLOCK HISTORICAL SOCIETY,image/jpeg,HTTPS://WWW.FACEBOOK.COM/HEMLOCKAREAHISTORICALSOCIETY,199002,1990,02,-84.22011,43.42042,HEMLOCK,MI,"HEMLOCK, MI"
mid292,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,MANITOU ISLANDS MEMORIAL SOCIETY,image/jpeg,,200408,2004,08,-84.2492,44.23321,WEST BRANCH,MI,"WEST BRANCH, MI"
mid293,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,SALINE AREA HISTORICAL SOCIETY,image/jpeg,HTTP://SALINEHISTORY.ORG/,199104,1991,04,-83.7639,42.13342,SALINE,MI,"SALINE, MI"
mid294,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,TEKONSHA HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.TEKONSHATOWNSHIP.COM/HISTORICAL.HTM,200601,2006,01,-85.03873,42.15977,TEKONSHA,MI,"TEKONSHA, MI"
mid295,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,HISTORICAL SOCIETY OF MISSAUKEE COUNTY,image/jpeg,HTTP://WWW.MIFAMILYHISTORY.ORG/MISSAUKEE/HISTSOC.HTM,200811,2008,11,-85.16282,44.35895,LAKE CITY,MI,"LAKE CITY, MI"
mid296,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,ALGOMA TOWNSHIP HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.ALGOMATWP.ORG,199008,1990,08,-85.52077,43.12152,SPARTA,MI,"SPARTA, MI"
mid297,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,BANKS TOWNSHIP HISTORICAL SOCIETY,image/jpeg,,199112,1991,12,-85.15982,45.14481,EAST JORDAN,MI,"EAST JORDAN, MI"
mid298,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,RICHMOND AREA HISTORICAL AND GENEOLOGICAL SOCIETY,image/jpeg,HTTP://WWW.RICHMONDHISTORICALSOCIETY.ORG,199010,1990,10,-82.78301,42.83328,RICHMOND,MI,"RICHMOND, MI"
mid299,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,HIGHLAND TOWNSHIP HISTORICAL SOCIETY,image/jpeg,HTTP://HIGHLANDTOWNSHIPHISTORICALSOCIETY.COM/,199202,1992,02,-83.63486,42.65496,HIGHLAND,MI,"HIGHLAND, MI"
mid300,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,LOVELLS TOWNSHIP HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.LOVELLSMUSEUM.COM,199110,1991,10,-84.71213,44.6899,GRAYLING,MI,"GRAYLING, MI"
mid301,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,GOODRICH-ATLAS AREA HISTORICAL SOCIETY,image/jpeg,,199307,1993,07,-83.48558,42.90933,GOODRICH,MI,"GOODRICH, MI"
mid302,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,OAKLAND TOWNSHIP HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.OAKLANDTOWNSHIPHISTORICALSOCIETY.ORG,200304,2003,04,-83.14617,42.78475,OAKLAND,MI,"OAKLAND, MI"
mid303,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,OTISVILLE AREA HISTORICAL ASSOCIATION,image/jpeg,,199410,1994,10,-83.52235,43.16722,OTISVILLE,MI,"OTISVILLE, MI"
mid304,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,TITTABAWASSEE TOWNSHIP HISTORICAL SOCIETY,image/jpeg,,199304,1993,04,-84.12655,43.51606,FREELAND,MI,"FREELAND, MI"
mid305,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,PORT AUSTIN REEFLIGHT ASSOCIATION,image/jpeg,HTTP://WWW.PORTAUSTINREEFLIGHT.ORG.PHP54-1.DFW1-1.WEBSITETESTLINK.COM/,200102,2001,02,-82.99411,44.03312,PORT AUSTIN,MI,"PORT AUSTIN, MI"
mid306,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,MILLINGTON-ARBELA HISTORICAL SCOIETY,image/jpeg,,199312,1993,12,-83.52977,43.28059,MILLINGTON,MI,"MILLINGTON, MI"
mid307,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,OVID HISTORICAL SOCIETY,image/jpeg,HTTP://OVIDHISTORICALSOCIETY.WEEBLY.COM/,199611,1996,11,-84.36997,42.99836,OVID,MI,"OVID, MI"
mid308,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,REPUBLIC AREA HISTORICAL SOCIETY,image/jpeg,,199405,1994,05,-88.01889,46.34162,REPUBLIC,MI,"REPUBLIC, MI"
mid309,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,ALMIRA HISTORICAL SOCIETY,image/jpeg,HTTP://ALMIRAHISTORICALSOCIETY.ORG/,199308,1993,08,-85.84856,44.7238,LAKE ANN,MI,"LAKE ANN, MI"
mid310,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,MANTON AREA HISTORICAL MUSEUM,image/jpeg,,199607,1996,07,-85.39829,44.41436,MANTON,MI,"MANTON, MI"
mid311,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,OLD MISSION PENINSULA HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.OMPHISTORICALSOCIETY.ORG/,199408,1994,08,-85.49032,44.8992,TRAVERSE CIT,MI,"TRAVERSE CIT, MI"
mid312,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,CRYSTAL FALLS MUSEUM SOCIETY,image/jpeg,HTTP://WWW.HARBOURHOUSEMUSEUM.ORG/,201408,2014,08,-88.33251,46.09711,CRYSTAL FALLS,MI,"CRYSTAL FALLS, MI"
mid313,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,LEWISTON AREA HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.LEWISTONCHAMBER.COM/,199410,1994,10,-84.29267,44.85716,LEWISTON,MI,"LEWISTON, MI"
mid314,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,BRECKENRIDGE-WHEELER AREA HISTORICAL SOCIETY,image/jpeg,,199501,1995,01,-84.47184,43.4079,BRECKENRIDGE,MI,"BRECKENRIDGE, MI"
mid315,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,FORSYTH TOWNSHIP HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.HSMICHIGAN.ORG/RESOURCES/LOCAL-HISTORICAL-ORGANIZATIONS/FORSYTH-TOWNSHIP-HISTORICAL-SOCIETY/,199503,1995,03,-87.4376,46.27948,GWINN,MI,"GWINN, MI"
mid316,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,TAYMOUTH TOWNSHIP HISTORICAL ASSOCIATION,image/jpeg,,200011,2000,11,-83.90385,43.24164,BURT,MI,"BURT, MI"
mid317,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,LESLIE HISTORICAL SOCIETY,image/jpeg,HTTPS://WWW.FACEBOOK.COM/LESLIEAREAHISTORICALSOCIETY,200903,2009,03,-84.41902,42.4589,LESLIE,MI,"LESLIE, MI"
mid318,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,PAINESDALE MINE & SHAFT,image/jpeg,,200204,2002,04,-88.67148,47.04315,PAINESDALE,MI,"PAINESDALE, MI"
mid319,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,THEN AND NOW HISTORICAL AND GENEALOGICAL SOCIETY,image/jpeg,,201307,2013,07,-85.76687,42.72329,DORR,MI,"DORR, MI"
mid320,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,BRETHREN HERITAGE ASSOCIATION,image/jpeg,,199801,1998,01,-86.03202,44.30477,BRETHREN,MI,"BRETHREN, MI"
mid321,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,MILLERSBURG AREA HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.HSMICHIGAN.ORG/RESOURCES/LOCAL-HISTORICAL-ORGANIZATIONS/MILLERSBURG-AREA-HISTORICAL-SOCIETY/,200206,2002,06,-84.10087,45.43804,MILLERSBURG,MI,"MILLERSBURG, MI"
mid322,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,BAY PORT HISTORICAL SOCIETY,image/jpeg,,199803,1998,03,-83.36013,43.8353,BAY PORT,MI,"BAY PORT, MI"
mid323,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,MANCELONA AREA HISTORICAL SOCIETY,image/jpeg,,199805,1998,05,-85.03294,44.89091,MANCELONA,MI,"MANCELONA, MI"
mid324,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,MORENCI AREA HISTORICAL SOCIETY,image/jpeg,,199904,1999,04,-84.2141,41.71799,MORENCI,MI,"MORENCI, MI"
mid325,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,SUGGS HISTORIAL SITE,image/jpeg,,199906,1999,06,-85.91441,41.91924,VANDALIA,MI,"VANDALIA, MI"
mid326,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,FORTY MILE POINT LIGHTHOUSE SOCIETY,image/jpeg,,199905,1999,05,-83.84328,45.41598,ROGERS CITY,MI,"ROGERS CITY, MI"
mid327,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,NEEBISH ISLAND HISTORICAL SOCIETY,image/jpeg,,199912,1999,12,-84.1751,46.25196,BARBEAU,MI,"BARBEAU, MI"
mid328,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,ITHACA AREA HISTORICAL SOCIETY,image/jpeg,,200303,2003,03,-84.6065,43.29156,ITHACA,MI,"ITHACA, MI"
mid329,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,PORT AUSTIN AREA HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.ARTSCENTEROFCC.COM/WHITEOAKCRAFTSFAIR.HTML,200009,2000,09,-82.99507,44.02383,PORT AUSTIN,MI,"PORT AUSTIN, MI"
mid330,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_003.jpg,WAUGOSHANCE LIGHTHOUSE PRESERVATION SOCIETY,image/jpeg,HTTP://WWW.WAUGOSHANCE.ORG/,200101,2001,01,-84.73786,45.77657,MACKINAW CIT,MI,"MACKINAW CIT, MI"
mid331,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_001.jpg,NORWOOD AREA HISTORICAL SOCIETY,image/jpeg,HTTP://NORWOODHISTORY.ORG/,200208,2002,08,-85.38009,45.21782,CHARLEVOIX,MI,"CHARLEVOIX, MI"
mid332,"Historic societies, historic preservation",mg101_b6_psychiana_photographs_002.jpg,ENGADINE HISTORICAL SOCIETY,image/jpeg,HTTP://WWW.HSMICHIGAN.ORG/,200104,2001,04,-85.55362,46.15269,ENGADINE,MI,"ENGADINE, MI"
